nohup: ignoring input
1
      From worker 2:	Running on 1 Julia thread(s) [BLAS threads: 1]
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 325/5000 took 56.43s | ETA 00:44:12 | ∑L 0.025358321 | Lₜᵣ 0.025169834 | Lᵣ 0.00018848656 | Dₛₜₛₚ (GMM) 1.708 | Dₕ 0.374 | PE(20) 1.1648605 | α 0.742 | cond(B) 4.689 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 330/5000 took 55.18s | ETA 00:22:10 | ∑L 0.027781075 | Lₜᵣ 0.027591694 | Lᵣ 0.00018938113 | Dₛₜₛₚ (GMM) 1.734 | Dₕ 0.359 | PE(20) 1.1845145 | α 0.743 | cond(B) 4.716 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 335/5000 took 56.49s | ETA 00:39:26 | ∑L 0.02857344 | Lₜᵣ 0.028383117 | Lᵣ 0.0001903223 | Dₛₜₛₚ (GMM) 1.293 | Dₕ 0.379 | PE(20) 1.1560972 | α 0.744 | cond(B) 4.749 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 340/5000 took 56.28s | ETA 00:31:21 | ∑L 0.027850538 | Lₜᵣ 0.027659355 | Lᵣ 0.0001911846 | Dₛₜₛₚ (GMM) 1.197 | Dₕ 0.371 | PE(20) 1.1337738 | α 0.745 | cond(B) 4.806 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 345/5000 took 56.29s | ETA 00:29:06 | ∑L 0.026879128 | Lₜᵣ 0.026686992 | Lᵣ 0.00019213615 | Dₛₜₛₚ (GMM) 1.232 | Dₕ 0.357 | PE(20) 1.1679012 | α 0.747 | cond(B) 4.851 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 350/5000 took 56.03s | ETA 00:20:00 | ∑L 0.028473256 | Lₜᵣ 0.02828006 | Lᵣ 0.00019319511 | Dₛₜₛₚ (GMM) 1.218 | Dₕ 0.378 | PE(20) 1.1428072 | α 0.747 | cond(B) 5.588 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 355/5000 took 54.94s | ETA 23:58:22 | ∑L 0.027413135 | Lₜᵣ 0.027219292 | Lᵣ 0.00019384363 | Dₛₜₛₚ (GMM) 1.553 | Dₕ 0.381 | PE(20) 1.1687293 | α 0.747 | cond(B) 5.229 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 360/5000 took 56.49s | ETA 00:17:01 | ∑L 0.027526231 | Lₜᵣ 0.027331432 | Lᵣ 0.00019479897 | Dₛₜₛₚ (GMM) 1.507 | Dₕ 0.383 | PE(20) 1.162567 | α 0.749 | cond(B) 5.154 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 365/5000 took 55.65s | ETA 23:59:19 | ∑L 0.028040823 | Lₜᵣ 0.027845072 | Lᵣ 0.0001957506 | Dₛₜₛₚ (GMM) 1.333 | Dₕ 0.371 | PE(20) 1.1498641 | α 0.75 | cond(B) 5.152 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 370/5000 took 56.04s | ETA 00:00:40 | ∑L 0.028045362 | Lₜᵣ 0.027848627 | Lᵣ 0.00019673437 | Dₛₜₛₚ (GMM) 1.313 | Dₕ 0.356 | PE(20) 1.1522107 | α 0.752 | cond(B) 5.175 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 375/5000 took 55.44s | ETA 23:46:57 | ∑L 0.027434902 | Lₜᵣ 0.027237065 | Lᵣ 0.00019783633 | Dₛₜₛₚ (GMM) 1.488 | Dₕ 0.368 | PE(20) 1.1544521 | α 0.753 | cond(B) 5.217 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 380/5000 took 56.05s | ETA 23:52:37 | ∑L 0.027079402 | Lₜᵣ 0.026880782 | Lᵣ 0.00019861871 | Dₛₜₛₚ (GMM) 1.347 | Dₕ 0.369 | PE(20) 1.168298 | α 0.754 | cond(B) 5.264 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 385/5000 took 55.48s | ETA 23:38:45 | ∑L 0.028567998 | Lₜᵣ 0.028368415 | Lᵣ 0.00019958279 | Dₛₜₛₚ (GMM) 1.589 | Dₕ 0.371 | PE(20) 1.1583917 | α 0.756 | cond(B) 5.299 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 390/5000 took 56.19s | ETA 23:45:41 | ∑L 0.029921321 | Lₜᵣ 0.029720198 | Lᵣ 0.00020112307 | Dₛₜₛₚ (GMM) 1.261 | Dₕ 0.365 | PE(20) 1.1845769 | α 0.756 | cond(B) 6.461 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 395/5000 took 56.51s | ETA 23:45:41 | ∑L 0.02839836 | Lₜᵣ 0.028197074 | Lᵣ 0.00020128443 | Dₛₜₛₚ (GMM) 1.452 | Dₕ 0.366 | PE(20) 1.1561133 | α 0.756 | cond(B) 5.902 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 400/5000 took 55.28s | ETA 23:23:15 | ∑L 0.025620839 | Lₜᵣ 0.02541878 | Lᵣ 0.00020205803 | Dₛₜₛₚ (GMM) 1.298 | Dₕ 0.351 | PE(20) 1.1463804 | α 0.758 | cond(B) 5.723 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 405/5000 took 56.27s | ETA 23:32:55 | ∑L 0.02827268 | Lₜᵣ 0.028069718 | Lᵣ 0.00020296073 | Dₛₜₛₚ (GMM) 1.196 | Dₕ 0.345 | PE(20) 1.1475767 | α 0.759 | cond(B) 5.684 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 410/5000 took 55.47s | ETA 23:16:29 | ∑L 0.027552865 | Lₜᵣ 0.027349044 | Lᵣ 0.00020382272 | Dₛₜₛₚ (GMM) 1.293 | Dₕ 0.367 | PE(20) 1.1500182 | α 0.76 | cond(B) 5.684 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 415/5000 took 56.55s | ETA 23:29:47 | ∑L 0.02538603 | Lₜᵣ 0.025181282 | Lᵣ 0.00020474775 | Dₛₜₛₚ (GMM) 1.352 | Dₕ 0.369 | PE(20) 1.1565497 | α 0.761 | cond(B) 5.698 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 420/5000 took 56.07s | ETA 23:17:27 | ∑L 0.027290126 | Lₜᵣ 0.027084604 | Lᵣ 0.00020552211 | Dₛₜₛₚ (GMM) 1.288 | Dₕ 0.379 | PE(20) 1.157149 | α 0.762 | cond(B) 5.736 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 425/5000 took 56.48s | ETA 23:20:50 | ∑L 0.02695515 | Lₜᵣ 0.026748763 | Lᵣ 0.00020638746 | Dₛₜₛₚ (GMM) 1.222 | Dₕ 0.359 | PE(20) 1.2018998 | α 0.764 | cond(B) 5.711 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 430/5000 took 56.34s | ETA 23:13:58 | ∑L 0.028840763 | Lₜᵣ 0.02863282 | Lᵣ 0.00020794309 | Dₛₜₛₚ (GMM) 1.433 | Dₕ 0.379 | PE(20) 1.205597 | α 0.764 | cond(B) 7.139 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 435/5000 took 56.13s | ETA 23:07:06 | ∑L 0.029175205 | Lₜᵣ 0.028967287 | Lᵣ 0.00020791832 | Dₛₜₛₚ (GMM) 1.285 | Dₕ 0.368 | PE(20) 1.1524374 | α 0.765 | cond(B) 6.461 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 440/5000 took 56.06s | ETA 23:01:17 | ∑L 0.027902836 | Lₜᵣ 0.027694186 | Lᵣ 0.00020865064 | Dₛₜₛₚ (GMM) 1.348 | Dₕ 0.374 | PE(20) 1.1503956 | α 0.766 | cond(B) 6.227 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 445/5000 took 56.14s | ETA 22:57:22 | ∑L 0.02477323 | Lₜᵣ 0.024563773 | Lᵣ 0.00020945865 | Dₛₜₛₚ (GMM) 1.377 | Dₕ 0.371 | PE(20) 1.1523039 | α 0.767 | cond(B) 6.153 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 450/5000 took 56.47s | ETA 22:57:49 | ∑L 0.027773928 | Lₜᵣ 0.027563697 | Lᵣ 0.0002102312 | Dₛₜₛₚ (GMM) 1.254 | Dₕ 0.36 | PE(20) 1.1657486 | α 0.768 | cond(B) 6.125 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 455/5000 took 55.72s | ETA 22:42:10 | ∑L 0.026520055 | Lₜᵣ 0.02630904 | Lᵣ 0.00021101521 | Dₛₜₛₚ (GMM) 1.093 | Dₕ 0.354 | PE(20) 1.1486368 | α 0.769 | cond(B) 6.131 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 460/5000 took 56.04s | ETA 22:42:10 | ∑L 0.026874216 | Lₜᵣ 0.026662294 | Lᵣ 0.00021192273 | Dₛₜₛₚ (GMM) 1.403 | Dₕ 0.367 | PE(20) 1.1466943 | α 0.77 | cond(B) 6.149 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 465/5000 took 55.67s | ETA 22:31:03 | ∑L 0.026329653 | Lₜᵣ 0.02611683 | Lᵣ 0.00021282407 | Dₛₜₛₚ (GMM) 1.031 | Dₕ 0.36 | PE(20) 1.1629025 | α 0.771 | cond(B) 6.188 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 470/5000 took 55.98s | ETA 22:30:43 | ∑L 0.028894177 | Lₜᵣ 0.028679576 | Lᵣ 0.00021460147 | Dₛₜₛₚ (GMM) 1.602 | Dₕ 0.37 | PE(20) 1.1827924 | α 0.772 | cond(B) 7.793 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 475/5000 took 56.0s | ETA 22:23:07 | ∑L 0.027135544 | Lₜᵣ 0.026921429 | Lᵣ 0.00021411423 | Dₛₜₛₚ (GMM) 1.2 | Dₕ 0.374 | PE(20) 1.1397045 | α 0.772 | cond(B) 6.949 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 480/5000 took 54.82s | ETA 21:59:38 | ∑L 0.025370667 | Lₜᵣ 0.025155991 | Lᵣ 0.00021467597 | Dₛₜₛₚ (GMM) 1.242 | Dₕ 0.37 | PE(20) 1.1458702 | α 0.773 | cond(B) 6.638 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 485/5000 took 55.8s | ETA 22:08:15 | ∑L 0.025862627 | Lₜᵣ 0.025647204 | Lᵣ 0.0002154224 | Dₛₜₛₚ (GMM) 1.521 | Dₕ 0.379 | PE(20) 1.147682 | α 0.774 | cond(B) 6.519 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 490/5000 took 55.89s | ETA 22:02:11 | ∑L 0.026449714 | Lₜᵣ 0.026233464 | Lᵣ 0.00021624911 | Dₛₜₛₚ (GMM) 1.35 | Dₕ 0.351 | PE(20) 1.1551999 | α 0.774 | cond(B) 6.463 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 495/5000 took 56.47s | ETA 22:06:26 | ∑L 0.026263066 | Lₜᵣ 0.026046008 | Lᵣ 0.0002170575 | Dₛₜₛₚ (GMM) 1.149 | Dₕ 0.363 | PE(20) 1.152032 | α 0.775 | cond(B) 6.463 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 500/5000 took 56.62s | ETA 22:03:28 | ∑L 0.026766308 | Lₜᵣ 0.026548387 | Lᵣ 0.00021792084 | Dₛₜₛₚ (GMM) 1.401 | Dₕ 0.352 | PE(20) 1.1514883 | α 0.776 | cond(B) 6.457 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 505/5000 took 56.03s | ETA 21:51:02 | ∑L 0.028414538 | Lₜᵣ 0.028195359 | Lᵣ 0.0002191787 | Dₛₜₛₚ (GMM) 1.273 | Dₕ 0.363 | PE(20) 1.1929595 | α 0.777 | cond(B) 7.516 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 510/5000 took 56.57s | ETA 21:55:08 | ∑L 0.027993413 | Lₜᵣ 0.027773704 | Lᵣ 0.00021970778 | Dₛₜₛₚ (GMM) 1.37 | Dₕ 0.347 | PE(20) 1.1523035 | α 0.777 | cond(B) 7.535 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 515/5000 took 56.11s | ETA 21:44:53 | ∑L 0.02586836 | Lₜᵣ 0.025648067 | Lᵣ 0.00022029405 | Dₛₜₛₚ (GMM) 1.526 | Dₕ 0.369 | PE(20) 1.1734962 | α 0.777 | cond(B) 7.502 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 520/5000 took 56.48s | ETA 21:46:35 | ∑L 0.02688955 | Lₜᵣ 0.026668785 | Lᵣ 0.00022076521 | Dₛₜₛₚ (GMM) 1.051 | Dₕ 0.354 | PE(20) 1.1863816 | α 0.778 | cond(B) 7.348 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 525/5000 took 55.19s | ETA 21:23:34 | ∑L 0.024453225 | Lₜᵣ 0.024231844 | Lᵣ 0.00022138022 | Dₛₜₛₚ (GMM) 1.423 | Dₕ 0.378 | PE(20) 1.1698424 | α 0.779 | cond(B) 7.41 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 530/5000 took 56.48s | ETA 21:38:06 | ∑L 0.029591102 | Lₜᵣ 0.029369036 | Lᵣ 0.00022206605 | Dₛₜₛₚ (GMM) 1.455 | Dₕ 0.4 | PE(20) 1.2067491 | α 0.78 | cond(B) 7.458 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 535/5000 took 56.35s | ETA 21:31:12 | ∑L 0.029145863 | Lₜᵣ 0.02892295 | Lᵣ 0.00022291238 | Dₛₜₛₚ (GMM) 1.41 | Dₕ 0.366 | PE(20) 1.1883181 | α 0.781 | cond(B) 7.688 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 540/5000 took 56.15s | ETA 21:24:54 | ∑L 0.026747536 | Lₜᵣ 0.026524287 | Lᵣ 0.00022324883 | Dₛₜₛₚ (GMM) 1.033 | Dₕ 0.358 | PE(20) 1.1331915 | α 0.782 | cond(B) 7.398 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 545/5000 took 56.01s | ETA 21:16:21 | ∑L 0.027688615 | Lₜᵣ 0.027464682 | Lᵣ 0.000223933 | Dₛₜₛₚ (GMM) 1.27 | Dₕ 0.368 | PE(20) 1.1702164 | α 0.783 | cond(B) 7.374 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 550/5000 took 55.39s | ETA 21:03:52 | ∑L 0.027952682 | Lₜᵣ 0.027728073 | Lᵣ 0.00022460967 | Dₛₜₛₚ (GMM) 0.98 | Dₕ 0.368 | PE(20) 1.1387485 | α 0.783 | cond(B) 7.555 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 555/5000 took 56.12s | ETA 21:08:35 | ∑L 0.029164711 | Lₜᵣ 0.028939504 | Lᵣ 0.00022520706 | Dₛₜₛₚ (GMM) 1.094 | Dₕ 0.374 | PE(20) 1.1878358 | α 0.784 | cond(B) 7.64 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 560/5000 took 56.38s | ETA 21:06:10 | ∑L 0.026562233 | Lₜᵣ 0.02633642 | Lᵣ 0.0002258119 | Dₛₜₛₚ (GMM) 1.223 | Dₕ 0.369 | PE(20) 1.1567044 | α 0.785 | cond(B) 7.605 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 565/5000 took 56.35s | ETA 21:03:14 | ∑L 0.02513664 | Lₜᵣ 0.024910234 | Lᵣ 0.00022640613 | Dₛₜₛₚ (GMM) 1.301 | Dₕ 0.368 | PE(20) 1.1794082 | α 0.785 | cond(B) 7.518 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 570/5000 took 55.81s | ETA 20:50:01 | ∑L 0.030164223 | Lₜᵣ 0.029936817 | Lᵣ 0.00022740682 | Dₛₜₛₚ (GMM) 1.34 | Dₕ 0.34 | PE(20) 1.1407435 | α 0.786 | cond(B) 7.873 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 575/5000 took 56.44s | ETA 20:55:25 | ∑L 0.028839136 | Lₜᵣ 0.028611148 | Lᵣ 0.0002279878 | Dₛₜₛₚ (GMM) 1.612 | Dₕ 0.373 | PE(20) 1.19548 | α 0.787 | cond(B) 8.002 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 580/5000 took 56.42s | ETA 20:50:55 | ∑L 0.027243279 | Lₜᵣ 0.027015071 | Lᵣ 0.00022820802 | Dₛₜₛₚ (GMM) 1.198 | Dₕ 0.376 | PE(20) 1.1810615 | α 0.787 | cond(B) 7.739 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 585/5000 took 56.23s | ETA 20:43:50 | ∑L 0.027760874 | Lₜᵣ 0.027532091 | Lᵣ 0.00022878307 | Dₛₜₛₚ (GMM) 1.379 | Dₕ 0.356 | PE(20) 1.17908 | α 0.787 | cond(B) 7.653 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 590/5000 took 56.31s | ETA 20:40:04 | ∑L 0.027792485 | Lₜᵣ 0.027562806 | Lᵣ 0.00022967915 | Dₛₜₛₚ (GMM) 1.287 | Dₕ 0.38 | PE(20) 1.1951097 | α 0.788 | cond(B) 8.039 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 595/5000 took 55.16s | ETA 20:19:49 | ∑L 0.024806293 | Lₜᵣ 0.024576016 | Lᵣ 0.00023027729 | Dₛₜₛₚ (GMM) 1.621 | Dₕ 0.348 | PE(20) 1.1631631 | α 0.788 | cond(B) 8.07 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 600/5000 took 56.05s | ETA 20:26:56 | ∑L 0.026457038 | Lₜᵣ 0.026226524 | Lᵣ 0.00023051386 | Dₛₜₛₚ (GMM) 1.381 | Dₕ 0.348 | PE(20) 1.144147 | α 0.79 | cond(B) 7.701 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 605/5000 took 55.82s | ETA 20:16:13 | ∑L 0.02685992 | Lₜᵣ 0.026628703 | Lᵣ 0.00023121717 | Dₛₜₛₚ (GMM) 1.551 | Dₕ 0.38 | PE(20) 1.175989 | α 0.79 | cond(B) 7.698 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 610/5000 took 56.05s | ETA 20:15:30 | ∑L 0.029890362 | Lₜᵣ 0.029658176 | Lᵣ 0.00023218672 | Dₛₜₛₚ (GMM) 1.476 | Dₕ 0.341 | PE(20) 1.1987208 | α 0.791 | cond(B) 8.119 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 615/5000 took 56.09s | ETA 20:09:08 | ∑L 0.028120933 | Lₜᵣ 0.027888682 | Lᵣ 0.00023225074 | Dₛₜₛₚ (GMM) 1.033 | Dₕ 0.362 | PE(20) 1.1563076 | α 0.792 | cond(B) 7.898 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 620/5000 took 55.0s | ETA 19:49:03 | ∑L 0.02786126 | Lₜᵣ 0.027628295 | Lᵣ 0.00023296442 | Dₛₜₛₚ (GMM) 1.303 | Dₕ 0.364 | PE(20) 1.162204 | α 0.792 | cond(B) 8.026 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 625/5000 took 56.48s | ETA 20:06:17 | ∑L 0.025961092 | Lₜᵣ 0.02572758 | Lᵣ 0.0002335124 | Dₛₜₛₚ (GMM) 1.095 | Dₕ 0.367 | PE(20) 1.156896 | α 0.792 | cond(B) 7.967 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 630/5000 took 55.6s | ETA 19:49:20 | ∑L 0.02857893 | Lₜᵣ 0.028344546 | Lᵣ 0.00023438408 | Dₛₜₛₚ (GMM) 1.616 | Dₕ 0.373 | PE(20) 1.114076 | α 0.792 | cond(B) 8.212 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 635/5000 took 55.95s | ETA 19:51:15 | ∑L 0.025515199 | Lₜᵣ 0.025280617 | Lᵣ 0.0002345817 | Dₛₜₛₚ (GMM) 1.365 | Dₕ 0.382 | PE(20) 1.1937299 | α 0.793 | cond(B) 8.01 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 640/5000 took 55.87s | ETA 19:45:18 | ∑L 0.024863554 | Lₜᵣ 0.024628343 | Lᵣ 0.00023521071 | Dₛₜₛₚ (GMM) 1.171 | Dₕ 0.334 | PE(20) 1.1259645 | α 0.794 | cond(B) 8.012 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.4/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 645/5000 took 56.46s | ETA 19:51:08 | ∑L 0.028404048 | Lₜᵣ 0.028168395 | Lᵣ 0.00023565337 | Dₛₜₛₚ (GMM) 0.988 | Dₕ 0.37 | PE(20) 1.1610386 | α 0.794 | cond(B) 7.861 
