nohup: ignoring input
1
      From worker 2:	Running on 1 Julia thread(s) [BLAS threads: 1]
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1300/5000 took 59.0s | ETA 13:37:09 | ∑L 0.025909204 | Lₜᵣ 0.025647085 | Lᵣ 0.00026211902 | Dₛₜₛₚ (GMM) 1.731 | Dₕ 0.38 | PE(20) 1.1628575 | α 0.839 | cond(B) 10.179 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1305/5000 took 59.25s | ETA 13:33:51 | ∑L 0.027326262 | Lₜᵣ 0.027064653 | Lᵣ 0.00026160816 | Dₛₜₛₚ (GMM) 1.229 | Dₕ 0.398 | PE(20) 1.180469 | α 0.839 | cond(B) 9.712 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1310/5000 took 58.89s | ETA 13:19:20 | ∑L 0.026112802 | Lₜᵣ 0.025850222 | Lᵣ 0.00026258116 | Dₛₜₛₚ (GMM) 1.382 | Dₕ 0.398 | PE(20) 1.1764903 | α 0.839 | cond(B) 10.093 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1315/5000 took 57.78s | ETA 12:55:08 | ∑L 0.025732595 | Lₜᵣ 0.025470436 | Lᵣ 0.00026216032 | Dₛₜₛₚ (GMM) 1.522 | Dₕ 0.411 | PE(20) 1.2210443 | α 0.84 | cond(B) 9.665 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1320/5000 took 59.33s | ETA 13:01:54 | ∑L 0.027446369 | Lₜᵣ 0.027183145 | Lᵣ 0.000263223 | Dₛₜₛₚ (GMM) 1.643 | Dₕ 0.392 | PE(20) 1.1777471 | α 0.84 | cond(B) 10.121 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1325/5000 took 58.91s | ETA 12:45:31 | ∑L 0.027514119 | Lₜᵣ 0.027251251 | Lᵣ 0.0002628671 | Dₛₜₛₚ (GMM) 1.591 | Dₕ 0.395 | PE(20) 1.1851507 | α 0.84 | cond(B) 9.746 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1330/5000 took 57.71s | ETA 12:21:27 | ∑L 0.025847625 | Lₜᵣ 0.025583986 | Lᵣ 0.00026363935 | Dₛₜₛₚ (GMM) 1.469 | Dₕ 0.387 | PE(20) 1.1608238 | α 0.841 | cond(B) 10.038 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1335/5000 took 58.89s | ETA 12:25:40 | ∑L 0.02493773 | Lₜᵣ 0.024674235 | Lᵣ 0.00026349505 | Dₛₜₛₚ (GMM) 1.786 | Dₕ 0.413 | PE(20) 1.2261688 | α 0.841 | cond(B) 9.771 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1340/5000 took 58.83s | ETA 12:15:34 | ∑L 0.026928162 | Lₜᵣ 0.026664058 | Lᵣ 0.00026410498 | Dₛₜₛₚ (GMM) 2.043 | Dₕ 0.414 | PE(20) 1.187424 | α 0.841 | cond(B) 9.966 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1345/5000 took 57.82s | ETA 11:54:30 | ∑L 0.026728129 | Lₜᵣ 0.02646381 | Lᵣ 0.00026431849 | Dₛₜₛₚ (GMM) 1.892 | Dₕ 0.405 | PE(20) 1.183054 | α 0.841 | cond(B) 9.921 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1350/5000 took 57.88s | ETA 11:46:15 | ∑L 0.025417713 | Lₜᵣ 0.02515306 | Lᵣ 0.00026465364 | Dₛₜₛₚ (GMM) 1.59 | Dₕ 0.389 | PE(20) 1.1718631 | α 0.841 | cond(B) 9.967 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1355/5000 took 59.35s | ETA 11:56:24 | ∑L 0.02871868 | Lₜᵣ 0.028453914 | Lᵣ 0.00026476543 | Dₛₜₛₚ (GMM) 1.955 | Dₕ 0.402 | PE(20) 1.1878194 | α 0.841 | cond(B) 9.856 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1360/5000 took 59.06s | ETA 11:45:12 | ∑L 0.025136553 | Lₜᵣ 0.024871329 | Lᵣ 0.00026522312 | Dₛₜₛₚ (GMM) 1.24 | Dₕ 0.366 | PE(20) 1.1767169 | α 0.842 | cond(B) 9.935 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1365/5000 took 58.69s | ETA 11:33:21 | ∑L 0.027269559 | Lₜᵣ 0.027004108 | Lᵣ 0.00026545094 | Dₛₜₛₚ (GMM) 1.726 | Dₕ 0.38 | PE(20) 1.1922576 | α 0.842 | cond(B) 9.938 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1370/5000 took 57.73s | ETA 11:15:12 | ∑L 0.026218005 | Lₜᵣ 0.025952594 | Lᵣ 0.00026541034 | Dₛₜₛₚ (GMM) 2.149 | Dₕ 0.418 | PE(20) 1.2145858 | α 0.842 | cond(B) 9.746 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1375/5000 took 58.62s | ETA 11:18:49 | ∑L 0.029387848 | Lₜᵣ 0.02912156 | Lᵣ 0.0002662896 | Dₛₜₛₚ (GMM) 1.794 | Dₕ 0.406 | PE(20) 1.200861 | α 0.842 | cond(B) 10.058 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1380/5000 took 59.27s | ETA 11:20:11 | ∑L 0.02490227 | Lₜᵣ 0.02463634 | Lᵣ 0.00026593023 | Dₛₜₛₚ (GMM) 1.976 | Dₕ 0.404 | PE(20) 1.2001767 | α 0.842 | cond(B) 9.707 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1385/5000 took 58.94s | ETA 11:09:34 | ∑L 0.027335938 | Lₜᵣ 0.02706934 | Lᵣ 0.00026659822 | Dₛₜₛₚ (GMM) 1.508 | Dₕ 0.383 | PE(20) 1.1982431 | α 0.842 | cond(B) 9.895 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1390/5000 took 58.91s | ETA 11:02:28 | ∑L 0.026381955 | Lₜᵣ 0.026115034 | Lᵣ 0.00026691996 | Dₛₜₛₚ (GMM) 1.513 | Dₕ 0.393 | PE(20) 1.1723181 | α 0.842 | cond(B) 9.957 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1395/5000 took 57.69s | ETA 10:42:00 | ∑L 0.02481139 | Lₜᵣ 0.02454485 | Lᵣ 0.0002665401 | Dₛₜₛₚ (GMM) 2.093 | Dₕ 0.425 | PE(20) 1.2260858 | α 0.842 | cond(B) 9.566 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1400/5000 took 57.82s | ETA 10:37:40 | ∑L 0.028142268 | Lₜᵣ 0.027874652 | Lᵣ 0.00026761467 | Dₛₜₛₚ (GMM) 1.583 | Dₕ 0.383 | PE(20) 1.185179 | α 0.842 | cond(B) 10.04 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1405/5000 took 58.2s | ETA 10:36:03 | ∑L 0.02650662 | Lₜᵣ 0.026239034 | Lᵣ 0.00026758597 | Dₛₜₛₚ (GMM) 1.725 | Dₕ 0.376 | PE(20) 1.1639463 | α 0.842 | cond(B) 9.884 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1410/5000 took 59.46s | ETA 10:45:36 | ∑L 0.026914183 | Lₜᵣ 0.026646877 | Lᵣ 0.00026730658 | Dₛₜₛₚ (GMM) 2.034 | Dₕ 0.399 | PE(20) 1.2159536 | α 0.843 | cond(B) 9.571 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1415/5000 took 59.19s | ETA 10:36:43 | ∑L 0.028129244 | Lₜᵣ 0.027860925 | Lᵣ 0.00026831904 | Dₛₜₛₚ (GMM) 2.42 | Dₕ 0.413 | PE(20) 1.1868725 | α 0.843 | cond(B) 9.996 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1420/5000 took 59.09s | ETA 10:29:48 | ∑L 0.02625845 | Lₜᵣ 0.025989937 | Lᵣ 0.00026851424 | Dₛₜₛₚ (GMM) 1.6 | Dₕ 0.396 | PE(20) 1.1863415 | α 0.843 | cond(B) 9.929 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1425/5000 took 58.86s | ETA 10:22:02 | ∑L 0.027255548 | Lₜᵣ 0.026987372 | Lᵣ 0.0002681768 | Dₛₜₛₚ (GMM) 1.818 | Dₕ 0.383 | PE(20) 1.1850119 | α 0.844 | cond(B) 9.578 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1430/5000 took 58.73s | ETA 10:14:40 | ∑L 0.026760364 | Lₜᵣ 0.026491635 | Lᵣ 0.00026872978 | Dₛₜₛₚ (GMM) 1.824 | Dₕ 0.381 | PE(20) 1.198658 | α 0.844 | cond(B) 9.764 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1435/5000 took 58.75s | ETA 10:08:42 | ∑L 0.026305763 | Lₜᵣ 0.026035946 | Lᵣ 0.00026981675 | Dₛₜₛₚ (GMM) 1.653 | Dₕ 0.386 | PE(20) 1.1682991 | α 0.844 | cond(B) 10.19 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1440/5000 took 57.86s | ETA 09:52:45 | ∑L 0.026552513 | Lₜᵣ 0.02628324 | Lᵣ 0.00026927338 | Dₛₜₛₚ (GMM) 1.814 | Dₕ 0.4 | PE(20) 1.179871 | α 0.844 | cond(B) 9.767 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1445/5000 took 57.61s | ETA 09:44:01 | ∑L 0.027710037 | Lₜᵣ 0.027440563 | Lᵣ 0.00026947394 | Dₛₜₛₚ (GMM) 2.048 | Dₕ 0.394 | PE(20) 1.1612828 | α 0.844 | cond(B) 9.726 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1450/5000 took 57.49s | ETA 09:36:44 | ∑L 0.025185768 | Lₜᵣ 0.02491553 | Lᵣ 0.00027023818 | Dₛₜₛₚ (GMM) 1.62 | Dₕ 0.388 | PE(20) 1.1812569 | α 0.844 | cond(B) 9.998 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1455/5000 took 57.44s | ETA 09:31:11 | ∑L 0.027391924 | Lₜᵣ 0.027121473 | Lᵣ 0.00027044961 | Dₛₜₛₚ (GMM) 1.789 | Dₕ 0.409 | PE(20) 1.1876242 | α 0.845 | cond(B) 10.005 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1460/5000 took 57.51s | ETA 09:26:04 | ∑L 0.027569875 | Lₜᵣ 0.027299466 | Lᵣ 0.00027040954 | Dₛₜₛₚ (GMM) 1.932 | Dₕ 0.406 | PE(20) 1.1851022 | α 0.845 | cond(B) 9.855 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1465/5000 took 57.29s | ETA 09:17:40 | ∑L 0.028064452 | Lₜᵣ 0.027793774 | Lᵣ 0.00027067773 | Dₛₜₛₚ (GMM) 1.7 | Dₕ 0.399 | PE(20) 1.2043095 | α 0.845 | cond(B) 9.849 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1470/5000 took 57.59s | ETA 09:16:07 | ∑L 0.026732916 | Lₜᵣ 0.026461963 | Lᵣ 0.00027095253 | Dₛₜₛₚ (GMM) 1.62 | Dₕ 0.377 | PE(20) 1.19049 | α 0.845 | cond(B) 9.878 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1475/5000 took 57.43s | ETA 09:08:13 | ∑L 0.026152035 | Lₜᵣ 0.02588052 | Lᵣ 0.00027151508 | Dₛₜₛₚ (GMM) 1.293 | Dₕ 0.37 | PE(20) 1.1582062 | α 0.846 | cond(B) 10.06 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1480/5000 took 57.61s | ETA 09:04:46 | ∑L 0.026579116 | Lₜᵣ 0.026307287 | Lᵣ 0.00027182806 | Dₛₜₛₚ (GMM) 1.464 | Dₕ 0.37 | PE(20) 1.1495007 | α 0.846 | cond(B) 10.084 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1485/5000 took 57.44s | ETA 08:57:34 | ∑L 0.026317203 | Lₜᵣ 0.02604578 | Lᵣ 0.0002714232 | Dₛₜₛₚ (GMM) 1.674 | Dₕ 0.389 | PE(20) 1.2006284 | α 0.846 | cond(B) 9.733 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1490/5000 took 57.86s | ETA 08:56:33 | ∑L 0.026151873 | Lₜᵣ 0.025880396 | Lᵣ 0.00027147742 | Dₛₜₛₚ (GMM) 1.992 | Dₕ 0.413 | PE(20) 1.2014577 | α 0.846 | cond(B) 9.619 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1495/5000 took 58.57s | ETA 08:59:22 | ∑L 0.024283139 | Lₜᵣ 0.024011102 | Lᵣ 0.000272038 | Dₛₜₛₚ (GMM) 1.894 | Dₕ 0.399 | PE(20) 1.2092432 | α 0.846 | cond(B) 9.797 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1500/5000 took 58.46s | ETA 08:52:55 | ∑L 0.025739761 | Lₜᵣ 0.025467087 | Lᵣ 0.00027267507 | Dₛₜₛₚ (GMM) 1.86 | Dₕ 0.398 | PE(20) 1.174391 | α 0.846 | cond(B) 10.011 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1505/5000 took 58.8s | ETA 08:50:42 | ∑L 0.026096625 | Lₜᵣ 0.025823507 | Lᵣ 0.00027311707 | Dₛₜₛₚ (GMM) 1.261 | Dₕ 0.356 | PE(20) 1.1568344 | α 0.847 | cond(B) 10.127 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1510/5000 took 58.92s | ETA 08:46:18 | ∑L 0.02570323 | Lₜᵣ 0.025429875 | Lᵣ 0.00027335554 | Dₛₜₛₚ (GMM) 1.349 | Dₕ 0.364 | PE(20) 1.1698029 | α 0.847 | cond(B) 10.128 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1515/5000 took 58.84s | ETA 08:39:03 | ∑L 0.025621805 | Lₜᵣ 0.02534835 | Lᵣ 0.0002734549 | Dₛₜₛₚ (GMM) 1.663 | Dₕ 0.396 | PE(20) 1.1824018 | α 0.847 | cond(B) 10.043 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1520/5000 took 58.99s | ETA 08:34:49 | ∑L 0.0249917 | Lₜᵣ 0.024718223 | Lᵣ 0.0002734777 | Dₛₜₛₚ (GMM) 1.574 | Dₕ 0.391 | PE(20) 1.19904 | α 0.847 | cond(B) 9.921 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1525/5000 took 57.54s | ETA 08:12:24 | ∑L 0.026113195 | Lₜᵣ 0.025840037 | Lᵣ 0.00027315796 | Dₛₜₛₚ (GMM) 1.799 | Dₕ 0.412 | PE(20) 1.1834887 | α 0.847 | cond(B) 9.611 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1530/5000 took 57.42s | ETA 08:05:04 | ∑L 0.026321152 | Lₜᵣ 0.026047543 | Lᵣ 0.0002736089 | Dₛₜₛₚ (GMM) 1.74 | Dₕ 0.425 | PE(20) 1.1841424 | α 0.847 | cond(B) 9.707 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1535/5000 took 57.54s | ETA 08:01:16 | ∑L 0.026062135 | Lₜᵣ 0.025788043 | Lᵣ 0.00027409213 | Dₛₜₛₚ (GMM) 1.545 | Dₕ 0.376 | PE(20) 1.1704395 | α 0.848 | cond(B) 9.848 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1540/5000 took 60.29s | ETA 08:27:08 | ∑L 0.024587926 | Lₜᵣ 0.024313468 | Lᵣ 0.00027445666 | Dₛₜₛₚ (GMM) 1.479 | Dₕ 0.389 | PE(20) 1.1840637 | α 0.848 | cond(B) 9.905 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1545/5000 took 58.73s | ETA 08:05:26 | ∑L 0.026145527 | Lₜᵣ 0.02587084 | Lᵣ 0.00027468737 | Dₛₜₛₚ (GMM) 1.996 | Dₕ 0.4 | PE(20) 1.1665524 | α 0.848 | cond(B) 9.917 
Worker 2 terminated.
ERROR: LoadError: ProcessExitedException(2)
Stacktrace:
  [1] try_yieldto(undo::typeof(Base.ensure_rescheduled))
    @ Base ./task.jl:920
  [2] wait()
    @ Base ./task.jl:984
  [3] wait(c::Base.GenericCondition{ReentrantLock}; first::Bool)
    @ Base ./condition.jl:130
  [4] wait
    @ ./condition.jl:125 [inlined]
  [5] take_buffered(c::Channel{Any})
    @ Base ./channels.jl:457
  [6] take!(c::Channel{Any})
    @ Base ./channels.jl:451
  [7] take!(::Distributed.RemoteValue)
    @ Distributed ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/remotecall.jl:726
  [8] remotecall_fetch(f::Function, w::Distributed.Worker, args::Dict{String, Any}; kwargs::Base.Pairs{Symbol, Union{}, Tuple{}, NamedTuple{(), Tuple{}}})
    @ Distributed ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/remotecall.jl:461
  [9] remotecall_fetch(f::Function, w::Distributed.Worker, args::Dict{String, Any})
    @ Distributed ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/remotecall.jl:454
 [10] #remotecall_fetch#162
    @ ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/remotecall.jl:492 [inlined]
 [11] remotecall_fetch(f::Function, id::Int64, args::Dict{String, Any})
    @ Distributed ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/remotecall.jl:492
 [12] remotecall_pool(rc_f::Function, f::Function, pool::WorkerPool, args::Dict{String, Any}; kwargs::Base.Pairs{Symbol, Union{}, Tuple{}, NamedTuple{(), Tuple{}}})
    @ Distributed ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/workerpool.jl:126
 [13] remotecall_pool
    @ ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/workerpool.jl:123 [inlined]
 [14] #remotecall_fetch#200
    @ ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/workerpool.jl:232 [inlined]
 [15] remotecall_fetch
    @ ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/workerpool.jl:232 [inlined]
 [16] #208#209
    @ ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/workerpool.jl:288 [inlined]
 [17] #208
    @ ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/workerpool.jl:288 [inlined]
 [18] (::Base.var"#978#983"{Distributed.var"#208#210"{Distributed.var"#208#209#211"{WorkerPool, typeof(main_routine)}}})(r::Base.RefValue{Any}, args::Tuple{Dict{String, Any}})
    @ Base ./asyncmap.jl:100
 [19] macro expansion
    @ ./asyncmap.jl:234 [inlined]
 [20] (::Base.var"#994#995"{Base.var"#978#983"{Distributed.var"#208#210"{Distributed.var"#208#209#211"{WorkerPool, typeof(main_routine)}}}, Channel{Any}, Nothing})()
    @ Base ./task.jl:514
Stacktrace:
  [1] (::Base.var"#988#990")(x::Task)
    @ Base ./asyncmap.jl:177
  [2] foreach(f::Base.var"#988#990", itr::Vector{Any})
    @ Base ./abstractarray.jl:3075
  [3] maptwice(wrapped_f::Function, chnl::Channel{Any}, worker_tasks::Vector{Any}, c::Vector{Dict{String, Any}})
    @ Base ./asyncmap.jl:177
  [4] wrap_n_exec_twice
    @ ./asyncmap.jl:153 [inlined]
  [5] #async_usemap#973
    @ ./asyncmap.jl:103 [inlined]
  [6] async_usemap
    @ ./asyncmap.jl:84 [inlined]
  [7] #asyncmap#972
    @ ./asyncmap.jl:81 [inlined]
  [8] asyncmap
    @ ./asyncmap.jl:80 [inlined]
  [9] pmap(f::Function, p::WorkerPool, c::Vector{Dict{String, Any}}; distributed::Bool, batch_size::Int64, on_error::Nothing, retry_delays::Vector{Any}, retry_check::Nothing)
    @ Distributed ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/pmap.jl:126
 [10] pmap(f::Function, p::WorkerPool, c::Vector{Dict{String, Any}})
    @ Distributed ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/pmap.jl:99
 [11] pmap(f::Function, c::Vector{Dict{String, Any}}; kwargs::Base.Pairs{Symbol, Union{}, Tuple{}, NamedTuple{(), Tuple{}}})
    @ Distributed ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/pmap.jl:156
 [12] pmap(f::Function, c::Vector{Dict{String, Any}})
    @ Distributed ~/.local/lib/julia-1.9.3/share/julia/stdlib/v1.9/Distributed/src/pmap.jl:156
 [13] ubermain(n_runs::Int64, args::Vector{Argument})
    @ GTF ~/GTF-shPLRNN/src/multitasking.jl:181
 [14] top-level scope
    @ ~/GTF-shPLRNN/paper_experiments/EEG/Table1/khaled_shPLRNN_GTF.jl:65
in expression starting at /export/home/kelzend/GTF-shPLRNN/paper_experiments/EEG/Table1/khaled_shPLRNN_GTF.jl:65
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1550/5000 took 58.85s | ETA 08:02:21 | ∑L 0.025694674 | Lₜᵣ 0.025419794 | Lᵣ 0.00027487942 | Dₛₜₛₚ (GMM) 1.669 | Dₕ 0.38 | PE(20) 1.1760169 | α 0.848 | cond(B) 9.857 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1555/5000 took 58.93s | ETA 07:58:25 | ∑L 0.02438051 | Lₜᵣ 0.024105463 | Lᵣ 0.0002750474 | Dₛₜₛₚ (GMM) 1.479 | Dₕ 0.368 | PE(20) 1.1851957 | α 0.848 | cond(B) 9.835 
      From worker 2:	[delayed_forcing_solar_shPLRNN_GTF_0.2/CRSettings-ℳ_clippedShallowPLRNN-𝒪_Affine-M_16-H_800::001] Epoch 1560/5000 took 57.68s | ETA 07:39:42 | ∑L 0.026500126 | Lₜᵣ 0.026224956 | Lᵣ 0.00027517026 | Dₛₜₛₚ (GMM) 1.652 | Dₕ 0.397 | PE(20) 1.1989912 | α 0.848 | cond(B) 9.769 
